등급	어휘	품사	길잡이말	유의어	반의어	주제	대범주	소범주
중급	건네다	동사	말을 건네다				사회생활	사회 활동
중급	건네주다	동사	돈을 건네주다		건네받다		사회생활	사회 활동
중급	건드리다	동사	물건을 건드리다				인간	신체 행위
중급	건드리다	동사	감정을 건드리다					
고급	건립	명사	기념관 건립					
고급	건립	명사	국가 건립			역사	정치와 행정	정치 및 행정 행위
고급	건망증	명사	건망증에 걸리다			보건과 의료	삶	병과 증상
초급	건물	명사	건물을 짓다			집 구하기	주생활	건물 종류
고급	건방지다	형용사	행동이 건방지다			심리	인간	태도
중급	건설	명사	아파트 건설		파괴	집 구하기		
고급	건설업	명사	건설업에 종사하다			건축		
고급	건성	명사	건성으로 대답하다			심리	인간	태도
고급	건수	명사	사고 건수			사회문제	개념	수
고급	건의	명사	건의 사항			사회제도	사회생활	언어 행위
고급	건장하다	형용사	체격이 건장하다			외양		
고급	건전	명사	건전 가요			사회제도		
중급	건전지	명사	건전지를 갈다			문제 해결하기(분실 및 고장)		
중급	건조	명사	건조 기후			날씨와 계절		
중급	건조	명사	자연 건조					
중급	건지다	동사	그물을 건지다		빠뜨리다			
중급	건지다	동사	목숨을 건지다	구하다02				
중급	건축	명사	건축 공사			집 구하기		
고급	건축가	명사	건축가가 되다	건축사|건축자00		건축		
고급	건축물	명사	건축물을 세우다			건축	주생활	건물 종류
초급	걷다	동사	길을 걷다				인간	신체 행위
중급	걷다	동사	소매를 걷다			복장 표현하기		
중급	걷다	동사	돗자리를 걷다			집안일		
중급	걷다	동사	빨래를 걷다			집안일		
중급	걷다	동사	돈을 걷다					
고급	걷어차다	동사	발로 걷어차다				인간	신체 행위
고급	걷어차다	동사	기회를 걷어차다					
고급	걷잡다	동사	걷잡을 수 없다					
초급	걸다	동사	그림을 걸다				주생활	가사 행위
초급	걸다	동사	말을 걸다				사회생활	사회 활동
초급	걸다	동사	전화를 걸다					
중급	걸레	명사	걸레로 닦다			집안일	주생활	가사 행위
고급	걸려들다	동사	덫에 걸려들다					
고급	걸려들다	동사	상술에 걸려들다					
초급	걸리다	동사	그림이 걸리다					
초급	걸리다	동사	감기에 걸리다				삶	병과 증상
초급	걸리다	동사	시간이 걸리다			교통 이용하기		
초급	걸리다	동사	전화가 걸리다					
고급	걸림돌	명사	걸림돌을 제거하다					
고급	걸맞다	형용사	나이에 걸맞다					
초급	걸어가다	동사	학교에 걸어가다		걸어오다01	길찾기	인간	신체 행위
초급	걸어오다	동사	집에 걸어오다		걸어가다	길찾기	인간	신체 행위
초급	걸음	명사	걸음이 느리다	발걸음			삶	일상 행위
고급	걸음걸이	명사	걸음걸이가 느리다			외양	인간	신체 행위
고급	걸작	명사	최고 걸작	명작	졸작	예술	문화	예술
중급	걸치다	동사	언덕에 걸치다					
중급	걸치다	동사	기간에 걸치다					
중급	걸치다	동사	옷을 걸치다			복장 표현하기	의생활	의복 착용 행위
고급	걸터앉다	동사	의자에 걸터앉다				인간	신체 행위
고급	걸핏하면	부사	걸핏하면 화내다	툭하면				
고급	검	명사	검으로 베다					
고급	검거	명사	범인 검거			사회문제	정치와 행정	사법 및 치안 행위
중급	검다	형용사	색깔이 검다			복장 표현하기	개념	색깔
중급	검다	형용사	검은 돈				개념	색깔
고급	검문	명사	검문에 걸리다			사회문제		
중급	검사	명사	검사가 되다	검찰관		직업과 진로	정치와 행정	사법 및 치안 주체
초급	검사	명사	숙제 검사			학교생활	삶	치료 행위
중급	검색	명사	인터넷 검색			컴퓨터와 인터넷	사회생활	통신 행위
고급	검소	명사	검소한 태도			경제 경영	경제생활	경제 상태
초급	검은색	명사	색	흑색			개념	색깔
초급	검정	명사	색				개념	색깔
고급	검증	명사	이론 검증			과학과 기술	교육	학문 행위
고급	검진	명사	건강 검진	진찰		보건과 의료	삶	치료 행위
고급	검찰	명사	검찰 수사	검찰청		사회문제	정치와 행정	사법 및 치안 주체
중급	검토	명사	서류 검토					
중급	겁	명사	겁이 많다			감정/기분 표현하기	인간	감정
중급	겁나다	동사	말하기가 겁나다			감정/기분 표현하기	인간	감정
고급	겁내다	동사	죽음을 겁내다			심리	인간	인지 행위
초급	것	의존명사	먹을 것					
초급	겉	명사	겉과 속		속	위치 표현하기	개념	위치 및 방향
중급	겉모습	명사	겉모습만 보다	겉모양		복장 표현하기|#외모 표현하기	인간	용모
고급	겉보기	명사	겉보기와 다르다	외관		외양	개념	모양
중급	겉옷	명사	겉옷을 벗다			복장 표현하기	의생활	옷 종류
중급	게	명사	게를 먹다			음식 주문하기|#요리 설명하기	식생활	식재료
중급	게다가	부사					개념	접속
중급	게시	명사	안내문 게시			컴퓨터와 인터넷		
중급	게시판	명사	게시판에 붙이다	안내판|알림판		컴퓨터와 인터넷		
초급	게으르다	형용사	게으른 사람		부지런하다	성격 표현하기	인간	태도
고급	게을리하다	동사	일을 게을리하다				인간	태도
초급	게임	명사	컴퓨터 게임	놀이		취미	삶	여가 도구
초급	게임	명사	아시안 게임	경기02|시합			삶	여가 도구
고급	게재	명사	기사 게재			언론	사회생활	통신 행위
고급	겨냥	명사	과녁 겨냥					
고급	겨냥	명사	소비자를 겨냥하다			경제 경영		
고급	겨누다	동사	총을 겨누다					
고급	겨드랑이	명사	겨드랑이에 끼다				인간	신체 부위
고급	겨루다	동사	승부를 겨루다			스포츠	사회생활	사회 활동
고급	겨를	의존명사	겨를이 없다	틈02			개념	시간
중급	겨우	부사	겨우 몇 개	가까스로			개념	정도
초급	겨울	명사	계절			날씨와 계절	개념	시간
중급	겨울철	명사	겨울철 준비	동계|동절		날씨와 계절	개념	시간
고급	격01/격	명사/의존명사	격이 높다					
중급	격려	명사	격려를 받다				사회생활	언어 행위
고급	격렬하다	형용사	싸움이 격렬하다	극렬하다				
고급	격리	명사	격리 치료			사회문제		
고급	격세지감	명사				역사		
고급	격식	명사	격식을 갖추다				사회생활	사회 생활 상태
고급	격언	명사	격언을 인용하다			언어	사회생활	말
고급	격주	명사	격주로 나오다					
고급	격차	명사	소득 격차			사회문제	개념	정도
중급	겪다	동사	고통을 겪다					
중급	겪다	동사	사람을 겪다					
고급	견고하다	형용사	제품이 견고하다	공고하다02				
고급	견과	명사	견과를 먹다			식문화	식생활	과일
중급	견디다	동사	고통을 견디다					
중급	견디다	동사	화재에 견디다					
고급	견문	명사	견문을 넓히다			교육	인간	인지 행위
고급	견본	명사	견본 주택	견품00		경제 경영		
고급	견제	명사	견제를 받다				사회생활	사회 활동
고급	견주다	동사	실력을 견주다					
중급	견학	명사	박물관 견학			학교생활	교육	교수 학습 행위
중급	견해	명사	견해 차이			인간관계	인간	인지 행위
초급	결과	명사	검사 결과					
중급	결국02/결국	부사/명사	결국 해내다				개념	시간
중급	결근	명사	회사 결근			직장생활	사회생활	직장 생활
고급	결단	명사	결단을 내리다				인간	인지 행위
고급	결단력	명사	결단력이 부족하다			심리	인간	능력
중급	결론	명사	결론을 내리다					
고급	결말	명사	결말이 나다	결국01	발단	예술		
고급	결별	명사	연인과 결별하다			인간관계	사회생활	사회 활동
고급	결부	명사	돈에 결부되다					
고급	결산	명사	연말 결산			경제 경영		
초급	결석	명사	학교에 결석하다		출석	학교생활	교육	교수 학습 행위
고급	결선	명사	결선에 진출하다			스포츠		
고급	결성	명사	팀 결성					
고급	결속	명사	결속을 강화하다					
중급	결승	명사	결승 경기	결승전		취미		
고급	결승선	명사	결승선을 넘다			스포츠		
고급	결승전	명사	결승전을 치르다	결승		스포츠		
고급	결실	명사	결실을 맺다					
초급	결심	명사	굳은 결심	결의01			인간	인지 행위
고급	결여	명사	객관성 결여					
고급	결의	명사	결의를 다지다	결심				
고급	결의	명사	결의 사항	의결		직장생활	사회생활	사회 활동
고급	결재	명사	결재 서류			직장생활	사회생활	직장 생활
고급	결점	명사	결점을 보완하다	단점				
초급	결정	명사	결정을 내리다			감정/기분 표현하기	인간	인지 행위
고급	결정적01∙결정적	관형사∙명사	결정적 증거					
고급	결정짓다	동사	승패를 결정짓다					
중급	결제	명사	카드 결제			물건사기	경제생활	경제 행위
중급	결코	부사	결코 어렵지 않다				개념	정도
고급	결핍	명사	영양 결핍			보건과 의료		
고급	결함	명사	기계 결함			과학과 기술		
중급	결합	명사	결합 관계					
초급	결혼	명사	결혼 기념	혼인	이혼	가족행사	삶	가족 행사
초급	결혼식	명사	결혼식을 올리다	예식|혼례|혼례식|혼인식		가족행사	삶	가족 행사
중급	결혼식장	명사	야외 결혼식장			연애와 결혼	삶	가족 행사
고급	겸	의존명사	아침 겸 점심					
중급	겸손	명사	겸손한 태도	겸허	교만	성격 표현하기	인간	태도
고급	겸하다	동사	두 직업을 겸하다					
고급	겸허	명사	겸허한 태도	겸손		심리	인간	태도
고급	겹	명사	두 겹					
중급	겹치다	동사	불행이 겹치다					
고급	경	접사	9시경	-께|-무렵|-쯤			개념	시간
고급	경각심	명사	경각심을 일깨우다	경계심		심리		
고급	경건하다	형용사	마음이 경건하다			심리	인간	감정
중급	경계	명사	경계 지역				개념	위치 및 방향
고급	경계	명사	경계를 풀다				인간	인지 행위
중급	경고	명사	경고를 주다				사회생활	언어 행위
고급	경고문	명사	경고문을 붙이다			사회제도	사회생활	소통 수단
고급	경공업	명사	경공업 발전			경제 경영		
고급	경과	명사	기한 경과					
고급	경관	명사	주변 경관	경치		여가생활		
중급	경기	명사	경기가 회복되다			사건, 사고, 재해 기술하기	경제생활	경제 행위
초급	경기	명사	운동 경기			취미	삶	여가 활동
중급	경기장	명사	실내 경기장			취미	삶	여가 시설
중급	경력	명사	경력을 쌓다			직업과 진로	사회생활	직장 생활
고급	경련	명사	경련이 일어나다			보건과 의료	삶	병과 증상
고급	경로	명사	경로를 변경하다					
고급	경매	명사	경매 가격			경제 경영	경제생활	경제 행위
고급	경멸	명사	경멸의 시선			심리	인간	태도
